sample_id,reception_id,sample_point,sample_timestamp,water_content_pct,oil_content_pct,solids_content_pct,density_15c_kg_m3,viscosity_40c_cst,viscosity_100c_cst,flash_point_c,pour_point_c,sulfur_total_pct,ash_content_pct,carbon_residue_pct,vanadium_ppm,nickel_ppm,iron_ppm,sodium_ppm,aluminum_silicon_ppm,chloride_ppm,acid_number_mg_koh_g,calorific_value_gross_mj_kg,calorific_value_net_mj_kg,pcb_ppm,btex_ppm,h2s_ppm,emulsion_layer_pct,particle_size_d50_micron
LAB-GIB-2025-00730,REC-GIB-2025-00209,Water Output,2025-04-14 03:20:23,99.98,0.01,0.01,1006.7,2.21,1.5,,25.9,2.1912,1.124,6.11,200.4,76.5,152.6,29011.1,69.6,10220.7,4.796,0.0,0.0,0.0823,33.03,113.42,7.5,37.4
LAB-GIB-2025-00731,REC-GIB-2025-00209,Solids Output,2025-04-15 11:20:23,8.41,10.31,81.28,1481.5,,,,25.9,2.1912,1.124,6.11,200.4,76.5,152.6,29011.1,69.6,10220.7,4.796,4.3,4.2,0.0823,33.03,113.42,7.5,37.4
LAB-PIR-2025-01456,REC-PIR-2025-00414,Inlet,2025-04-15 12:47:07,39.91,54.45,5.64,942.9,194.87,15.07,69.8,17.1,3.449,1.434,12.75,572.0,235.5,449.9,372.7,61.5,393.7,1.411,22.38,21.09,0.0609,46.89,42.11,44.5,26.0
LAB-PIR-2025-01457,REC-PIR-2025-00414,Mid-Process,2025-04-14 05:47:07,32.6,63.59,3.81,953.1,92.33,9.99,66.3,17.1,3.449,1.434,12.75,572.0,235.5,449.9,372.7,61.5,393.7,1.411,27.96,26.02,0.0609,46.89,42.11,44.5,26.0
LAB-PIR-2025-01458,REC-PIR-2025-00414,Oil Output,2025-04-14 15:47:07,2.86,92.27,4.87,893.2,74.9,8.89,129.2,17.1,2.7592,0.86,12.75,514.8,212.0,224.9,37.3,18.4,19.7,1.411,39.3,37.43,0.0609,46.89,4.21,4.5,26.0
LAB-PIR-2025-01459,REC-PIR-2025-00415,Inlet,2025-04-14 10:00:10,90.52,5.1,4.38,1018.5,40.29,6.27,41.7,18.9,0.0627,1.293,10.25,3.2,1.1,398.8,6799.5,29.1,94.1,4.438,2.08,1.95,0.0961,44.49,117.99,4.2,15.9
LAB-PIR-2025-01460,REC-PIR-2025-00415,Mid-Process,2025-04-14 06:00:10,76.32,22.85,0.83,981.9,26.65,4.94,39.6,18.9,0.0627,1.293,10.25,3.2,1.1,398.8,6799.5,29.1,94.1,4.438,9.76,9.33,0.0961,44.49,117.99,4.2,15.9
LAB-PIR-2025-01461,REC-PIR-2025-00415,Oil Output,2025-04-14 06:00:10,2.17,95.36,2.47,911.1,33.63,5.65,31.6,18.9,0.0502,0.776,10.25,2.9,1.0,199.4,680.0,8.7,4.7,4.438,39.18,37.6,0.0961,44.49,11.8,0.4,15.9
LAB-GIB-2025-00732,REC-GIB-2025-00210,Inlet,2025-04-15 17:13:17,37.64,58.38,3.98,955.8,337.89,20.31,129.8,4.6,0.2061,1.51,8.9,4.6,1.4,449.6,456.7,19.9,315.0,3.557,25.24,23.93,0.0751,14.44,169.58,25.6,36.4
LAB-GIB-2025-00733,REC-GIB-2025-00210,Mid-Process,2025-04-15 05:13:17,32.94,64.25,2.81,919.0,165.03,13.76,123.3,4.6,0.2061,1.51,8.9,4.6,1.4,449.6,456.7,19.9,315.0,3.557,26.87,25.76,0.0751,14.44,169.58,25.6,36.4
LAB-GIB-2025-00734,REC-GIB-2025-00210,Oil Output,2025-04-15 15:13:17,1.7,98.06,0.24,902.8,13.38,3.29,62.8,4.6,0.1649,0.906,8.9,4.1,1.3,224.8,45.7,6.0,15.8,3.557,39.38,37.05,0.0751,14.44,16.96,2.6,36.4
LAB-GIB-2025-00735,REC-GIB-2025-00211,Inlet,2025-04-16 04:32:51,33.34,40.0,26.66,1046.3,12742.55,139.3,127.3,12.0,0.4479,2.855,11.55,45.6,14.5,20.8,145.4,55.2,397.5,0.245,17.01,16.23,0.0268,0.64,162.26,50.6,166.2
LAB-GIB-2025-00736,REC-GIB-2025-00211,Mid-Process,2025-04-15 18:32:51,26.44,48.63,24.93,1060.8,8101.38,109.79,120.9,12.0,0.4479,2.855,11.55,45.6,14.5,20.8,145.4,55.2,397.5,0.245,21.03,20.1,0.0268,0.64,162.26,50.6,166.2
LAB-GIB-2025-00737,REC-GIB-2025-00211,Oil Output,2025-04-14 17:32:51,2.77,96.67,0.56,837.6,12.08,3.09,154.9,12.0,0.3583,1.713,11.55,41.0,13.1,10.4,14.5,16.6,19.9,0.245,39.14,36.93,0.0268,0.64,16.23,5.1,166.2
LAB-GIB-2025-00738,REC-GIB-2025-00211,Water Output,2025-04-15 17:32:51,99.97,0.02,0.01,1014.3,4.91,0.96,,12.0,0.4479,2.855,11.55,45.6,14.5,20.8,145.4,55.2,397.5,0.245,0.01,0.01,0.0268,0.64,162.26,50.6,166.2
LAB-GIB-2025-00739,REC-GIB-2025-00212,Inlet,2025-04-16 00:06:25,19.63,66.42,13.95,951.9,5275.92,87.6,171.8,14.3,0.3692,0.979,10.4,46.9,14.4,318.9,192.8,25.9,185.9,0.414,28.21,26.25,0.0896,3.75,90.72,25.0,195.8
LAB-GIB-2025-00740,REC-GIB-2025-00212,Mid-Process,2025-04-14 16:06:25,15.07,72.12,12.81,949.1,2627.3,60.63,163.2,14.3,0.3692,0.979,10.4,46.9,14.4,318.9,192.8,25.9,185.9,0.414,29.47,27.52,0.0896,3.75,90.72,25.0,195.8
LAB-GIB-2025-00741,REC-GIB-2025-00212,Oil Output,2025-04-15 19:06:25,1.28,97.76,0.96,918.6,48.64,6.98,178.5,14.3,0.2954,0.587,10.4,42.2,13.0,159.4,19.3,7.8,9.3,0.414,40.54,38.18,0.0896,3.75,9.07,2.5,195.8
LAB-GIB-2025-00742,REC-GIB-2025-00212,Water Output,2025-04-14 20:06:25,99.96,0.03,0.01,1004.7,1.62,0.52,,14.3,0.3692,0.979,10.4,46.9,14.4,318.9,192.8,25.9,185.9,0.414,0.01,0.01,0.0896,3.75,90.72,25.0,195.8
LAB-PIR-2025-01462,REC-PIR-2025-00416,Inlet,2025-04-15 14:36:42,90.06,7.87,2.07,1012.2,12.52,3.16,70.8,10.6,0.4598,0.809,9.2,26.7,9.2,209.4,21258.5,32.1,264.7,4.815,3.2,3.02,0.0268,2.08,121.76,3.8,12.8
LAB-PIR-2025-01463,REC-PIR-2025-00416,Mid-Process,2025-04-14 19:36:42,83.68,15.85,0.47,1004.0,6.19,2.04,67.3,10.6,0.4598,0.809,9.2,26.7,9.2,209.4,21258.5,32.1,264.7,4.815,6.55,6.27,0.0268,2.08,121.76,3.8,12.8
LAB-PIR-2025-01464,REC-PIR-2025-00416,Oil Output,2025-04-15 21:36:42,0.66,98.55,0.79,882.3,21.5,4.36,74.9,10.6,0.3678,0.485,9.2,24.0,8.3,104.7,2125.8,9.6,13.2,4.815,42.96,40.82,0.0268,2.08,12.18,0.4,12.8
LAB-PIR-2025-01465,REC-PIR-2025-00417,Inlet,2025-04-15 11:20:11,91.3,6.86,1.84,1015.7,38.45,6.1,31.9,22.7,0.3828,1.69,15.59,11.7,3.3,81.5,28426.5,77.9,355.6,3.959,2.82,2.67,0.0612,40.08,184.49,8.5,23.0
LAB-PIR-2025-01466,REC-PIR-2025-00417,Mid-Process,2025-04-15 07:20:11,86.17,13.27,0.56,994.4,21.59,4.37,30.3,22.7,0.3828,1.69,15.59,11.7,3.3,81.5,28426.5,77.9,355.6,3.959,5.47,5.12,0.0612,40.08,184.49,8.5,23.0
LAB-PIR-2025-01467,REC-PIR-2025-00417,Oil Output,2025-04-16 11:20:11,1.2,95.69,3.11,878.0,69.67,8.54,49.1,22.7,0.3062,1.014,15.59,10.5,3.0,40.8,2842.7,23.4,17.8,3.959,40.5,37.83,0.0612,40.08,18.45,0.9,23.0
LAB-PIR-2025-01468,REC-PIR-2025-00418,Inlet,2025-04-15 07:44:21,41.09,53.56,5.35,929.3,321.09,19.76,81.2,4.0,0.4988,2.062,9.91,14.8,3.6,443.8,157.1,10.1,126.1,1.374,22.31,21.37,0.0704,43.23,15.21,33.1,40.3
LAB-PIR-2025-01469,REC-PIR-2025-00418,Mid-Process,2025-04-15 00:44:21,31.18,65.95,2.87,920.1,142.15,12.68,77.1,4.0,0.4988,2.062,9.91,14.8,3.6,443.8,157.1,10.1,126.1,1.374,27.53,26.36,0.0704,43.23,15.21,33.1,40.3
LAB-PIR-2025-01470,REC-PIR-2025-00418,Oil Output,2025-04-15 16:44:21,0.12,96.33,3.55,849.7,38.07,6.07,162.5,4.0,0.399,1.237,9.91,13.3,3.2,221.9,15.7,3.0,6.3,1.374,41.2,38.32,0.0704,43.23,1.52,3.3,40.3
LAB-GIB-2025-00743,REC-GIB-2025-00213,Inlet,2025-04-16 18:17:48,93.31,3.39,3.3,1023.7,10.27,2.8,63.2,3.2,0.1979,1.306,10.94,1.4,0.6,180.3,18205.1,51.9,268.2,3.594,1.45,1.36,0.0133,49.44,52.09,9.8,29.4
LAB-GIB-2025-00744,REC-GIB-2025-00213,Mid-Process,2025-04-16 02:17:48,85.95,12.59,1.46,998.4,7.05,2.22,60.0,3.2,0.1979,1.306,10.94,1.4,0.6,180.3,18205.1,51.9,268.2,3.594,5.5,5.18,0.0133,49.44,52.09,9.8,29.4
LAB-GIB-2025-00745,REC-GIB-2025-00213,Oil Output,2025-04-15 14:17:48,0.1,97.31,2.59,910.4,31.99,5.49,78.4,3.2,0.1583,0.784,10.94,1.3,0.5,90.2,1820.5,15.6,13.4,3.594,42.75,39.94,0.0133,49.44,5.21,1.0,29.4
LAB-GIB-2025-00746,REC-GIB-2025-00213,Water Output,2025-04-15 20:17:48,99.95,0.04,0.01,1015.7,1.27,1.07,,3.2,0.1979,1.306,10.94,1.4,0.6,180.3,18205.1,51.9,268.2,3.594,0.02,0.02,0.0133,49.44,52.09,9.8,29.4
LAB-PIR-2025-01471,REC-PIR-2025-00419,Inlet,2025-04-15 19:36:30,28.66,57.15,14.19,982.2,3802.86,73.71,87.3,28.8,0.276,1.566,2.04,2.0,0.7,193.0,415.4,73.4,363.9,1.512,24.82,23.12,0.0684,39.0,168.46,58.3,128.6
LAB-PIR-2025-01472,REC-PIR-2025-00419,Mid-Process,2025-04-15 04:36:30,20.31,67.59,12.1,968.0,2436.05,58.26,82.9,28.8,0.276,1.566,2.04,2.0,0.7,193.0,415.4,73.4,363.9,1.512,28.42,26.78,0.0684,39.0,168.46,58.3,128.6
LAB-PIR-2025-01473,REC-PIR-2025-00419,Oil Output,2025-04-15 11:36:30,0.41,92.47,7.12,874.0,75.68,8.95,118.9,28.8,0.2208,0.94,2.04,1.8,0.6,96.5,41.5,22.0,18.2,1.512,38.7,36.7,0.0684,39.0,16.85,5.8,128.6
LAB-PIR-2025-01474,REC-PIR-2025-00420,Inlet,2025-04-16 13:46:06,99.88,-0.06,0.18,1003.9,14.03,3.38,59.0,9.0,0.346,2.123,3.15,19.4,5.6,236.6,16437.1,39.9,23080.9,2.615,-0.03,-0.03,0.0756,47.21,8.56,9.9,30.1
LAB-PIR-2025-01475,REC-PIR-2025-00420,Mid-Process,2025-04-15 01:46:06,87.53,12.46,0.01,993.0,8.84,2.55,56.0,9.0,0.346,2.123,3.15,19.4,5.6,236.6,16437.1,39.9,23080.9,2.615,4.99,4.79,0.0756,47.21,8.56,9.9,30.1
LAB-PIR-2025-01476,REC-PIR-2025-00420,Oil Output,2025-04-15 06:46:06,0.92,96.81,2.27,869.2,59.67,7.83,35.4,9.0,0.2768,1.274,3.15,17.5,5.0,118.3,1643.7,12.0,1154.0,2.615,41.74,38.95,0.0756,47.21,0.86,1.0,30.1
LAB-PIR-2025-01477,REC-PIR-2025-00420,Water Output,2025-04-16 20:46:06,99.98,0.01,0.01,1011.9,3.28,1.99,,9.0,0.346,2.123,3.15,19.4,5.6,236.6,16437.1,39.9,23080.9,2.615,0.0,0.0,0.0756,47.21,8.56,9.9,30.1
LAB-PIR-2025-01478,REC-PIR-2025-00420,Solids Output,2025-04-16 18:46:06,17.67,11.57,70.76,1213.1,,,,9.0,0.346,2.123,3.15,19.4,5.6,236.6,16437.1,39.9,23080.9,2.615,4.95,4.48,0.0756,47.21,8.56,9.9,30.1
LAB-HAM-2025-00786,REC-HAM-2025-00221,Inlet,2025-04-16 06:27:19,38.45,53.3,8.25,963.0,359.89,21.01,69.7,-12.7,4.2991,0.929,6.4,536.9,176.2,250.6,464.0,25.0,162.3,3.827,23.17,21.79,0.0013,27.97,64.25,30.1,36.6
LAB-HAM-2025-00787,REC-HAM-2025-00221,Mid-Process,2025-04-16 21:27:19,25.64,69.32,5.04,909.5,185.1,14.65,66.2,-12.7,4.2991,0.929,6.4,536.9,176.2,250.6,464.0,25.0,162.3,3.827,28.01,26.35,0.0013,27.97,64.25,30.1,36.6
LAB-HAM-2025-00788,REC-HAM-2025-00221,Oil Output,2025-04-16 09:27:19,1.95,92.5,5.55,942.8,55.02,7.48,65.7,-12.7,3.4393,0.557,6.4,483.2,158.6,125.3,46.4,7.5,8.1,3.827,37.0,35.41,0.0013,27.97,6.43,3.0,36.6
LAB-HAM-2025-00789,REC-HAM-2025-00221,Water Output,2025-04-15 04:27:19,99.95,0.04,0.01,1005.6,3.29,1.44,,-12.7,4.2991,0.929,6.4,536.9,176.2,250.6,464.0,25.0,162.3,3.827,0.02,0.02,0.0013,27.97,64.25,30.1,36.6
LAB-HAM-2025-00790,REC-HAM-2025-00221,Solids Output,2025-04-15 14:27:19,5.94,1.1,92.96,1733.1,,,,-12.7,4.2991,0.929,6.4,536.9,176.2,250.6,464.0,25.0,162.3,3.827,0.44,0.42,0.0013,27.97,64.25,30.1,36.6
LAB-PIR-2025-01479,REC-PIR-2025-00421,Inlet,2025-04-16 11:27:25,35.11,51.69,13.2,1003.2,13253.88,142.21,84.7,26.9,0.3226,1.319,16.4,36.1,8.8,399.6,202.1,18.9,92.7,3.599,21.94,20.93,0.0932,22.97,85.08,48.0,61.3
LAB-PIR-2025-01480,REC-PIR-2025-00421,Mid-Process,2025-04-16 18:27:25,30.01,58.07,11.92,979.7,7527.71,105.63,80.5,26.9,0.3226,1.319,16.4,36.1,8.8,399.6,202.1,18.9,92.7,3.599,25.13,24.08,0.0932,22.97,85.08,48.0,61.3
LAB-PIR-2025-01481,REC-PIR-2025-00421,Oil Output,2025-04-16 07:27:25,2.3,94.9,2.8,888.4,55.8,7.54,99.4,26.9,0.2581,0.791,16.4,32.5,7.9,199.8,20.2,5.7,4.6,3.599,39.64,37.33,0.0932,22.97,8.51,4.8,61.3
LAB-PIR-2025-01482,REC-PIR-2025-00422,Inlet,2025-04-16 18:44:59,84.85,11.27,3.88,1006.0,6.76,2.16,65.7,-3.3,3.5136,0.385,2.79,324.2,93.9,233.7,10520.4,20.2,16040.5,3.275,4.52,4.28,0.0895,30.29,89.56,8.6,12.1
LAB-PIR-2025-01483,REC-PIR-2025-00422,Mid-Process,2025-04-15 16:44:59,73.88,24.98,1.14,992.5,3.74,1.48,62.4,-3.3,3.5136,0.385,2.79,324.2,93.9,233.7,10520.4,20.2,16040.5,3.275,10.51,9.99,0.0895,30.29,89.56,8.6,12.1
LAB-PIR-2025-01484,REC-PIR-2025-00422,Oil Output,2025-04-15 21:44:59,0.88,92.13,6.99,932.8,71.3,8.65,42.0,-3.3,2.8109,0.231,2.79,291.8,84.5,116.8,1052.0,6.1,802.0,3.275,38.95,36.63,0.0895,30.29,8.96,0.9,12.1
LAB-GIB-2025-00747,REC-GIB-2025-00214,Inlet,2025-04-16 17:36:42,34.39,58.35,7.26,965.5,287.39,18.61,123.9,-10.9,0.3393,2.614,9.15,26.5,11.1,159.5,250.9,32.4,180.1,4.784,24.4,23.14,0.0012,11.59,67.58,27.6,40.1
LAB-GIB-2025-00748,REC-GIB-2025-00214,Mid-Process,2025-04-17 02:36:42,28.93,65.17,5.9,921.7,187.01,14.74,117.7,-10.9,0.3393,2.614,9.15,26.5,11.1,159.5,250.9,32.4,180.1,4.784,27.49,26.2,0.0012,11.59,67.58,27.6,40.1
LAB-GIB-2025-00749,REC-GIB-2025-00214,Oil Output,2025-04-16 00:36:42,0.25,92.1,7.65,914.3,21.78,4.39,134.9,-10.9,0.2714,1.568,9.15,23.9,10.0,79.8,25.1,9.7,9.0,4.784,39.71,37.0,0.0012,11.59,6.76,2.8,40.1
LAB-PIR-2025-01485,REC-PIR-2025-00423,Inlet,2025-04-17 03:53:06,50.48,46.44,3.08,956.0,409.57,22.53,103.9,8.5,0.1979,2.496,15.86,44.1,19.1,460.4,213.3,76.2,102.1,1.54,19.49,18.18,0.0657,42.62,113.81,39.6,33.0
LAB-PIR-2025-01486,REC-PIR-2025-00423,Mid-Process,2025-04-15 23:53:06,44.4,54.04,1.56,961.5,255.5,17.46,98.7,8.5,0.1979,2.496,15.86,44.1,19.1,460.4,213.3,76.2,102.1,1.54,22.04,20.52,0.0657,42.62,113.81,39.6,33.0
LAB-PIR-2025-01487,REC-PIR-2025-00423,Oil Output,2025-04-16 18:53:06,1.59,98.98,0.01,859.5,47.4,6.88,67.0,8.5,0.1583,1.498,15.86,39.7,17.2,230.2,21.3,22.9,5.1,1.54,41.08,39.34,0.0657,42.62,11.38,4.0,33.0
LAB-HAM-2025-00791,REC-HAM-2025-00222,Inlet,2025-04-17 03:56:20,88.95,10.14,0.91,1005.6,13.73,3.34,75.5,-11.8,0.3254,0.541,5.35,28.9,8.0,257.4,28979.8,32.8,10498.7,2.328,4.32,4.02,0.0922,25.69,91.43,0.5,18.4
LAB-HAM-2025-00792,REC-HAM-2025-00222,Mid-Process,2025-04-16 09:56:20,79.65,20.34,0.01,974.5,8.67,2.52,71.7,-11.8,0.3254,0.541,5.35,28.9,8.0,257.4,28979.8,32.8,10498.7,2.328,8.49,8.09,0.0922,25.69,91.43,0.5,18.4
LAB-HAM-2025-00793,REC-HAM-2025-00222,Oil Output,2025-04-16 05:56:20,0.25,92.38,7.37,908.8,9.36,2.64,59.7,-11.8,0.2603,0.325,5.35,26.0,7.2,128.7,2898.0,9.8,524.9,2.328,40.08,37.91,0.0922,25.69,9.14,0.1,18.4
LAB-HAM-2025-00794,REC-HAM-2025-00222,Water Output,2025-04-16 23:56:20,99.96,0.03,0.01,1008.4,0.84,2.0,,-11.8,0.3254,0.541,5.35,28.9,8.0,257.4,28979.8,32.8,10498.7,2.328,0.01,0.01,0.0922,25.69,91.43,0.5,18.4
LAB-MLT-2025-00403,REC-MLT-2025-00115,Inlet,2025-04-15 22:09:11,91.63,4.38,3.99,1015.8,36.05,5.88,49.5,21.5,0.2785,2.1,12.72,2.5,0.9,327.3,18386.3,68.0,108.9,2.705,1.9,1.82,0.034,34.62,121.51,3.6,10.0
LAB-MLT-2025-00404,REC-MLT-2025-00115,Mid-Process,2025-04-17 02:09:11,75.89,24.06,0.05,969.9,20.1,4.19,47.0,21.5,0.2785,2.1,12.72,2.5,0.9,327.3,18386.3,68.0,108.9,2.705,10.09,9.55,0.034,34.62,121.51,3.6,10.0
LAB-MLT-2025-00405,REC-MLT-2025-00115,Oil Output,2025-04-15 13:09:11,2.94,92.68,4.38,890.5,78.1,9.11,53.1,21.5,0.2228,1.26,12.72,2.2,0.8,163.7,1838.6,20.4,5.4,2.705,37.19,35.32,0.034,34.62,12.15,0.4,10.0
LAB-MLT-2025-00406,REC-MLT-2025-00115,Water Output,2025-04-16 20:09:11,99.97,0.02,0.01,1020.1,1.71,0.92,,21.5,0.2785,2.1,12.72,2.5,0.9,327.3,18386.3,68.0,108.9,2.705,0.01,0.01,0.034,34.62,121.51,3.6,10.0
LAB-PIR-2025-01488,REC-PIR-2025-00424,Inlet,2025-04-15 17:18:33,85.03,12.05,2.92,1014.3,36.05,5.88,54.9,3.6,0.0983,2.297,15.99,3.2,0.8,469.2,12833.4,55.1,10375.2,3.407,5.3,4.95,0.0319,43.6,106.02,6.7,26.5
LAB-PIR-2025-01489,REC-PIR-2025-00424,Mid-Process,2025-04-15 17:18:33,69.28,30.71,0.01,981.2,18.4,3.97,52.2,3.6,0.0983,2.297,15.99,3.2,0.8,469.2,12833.4,55.1,10375.2,3.407,12.82,11.94,0.0319,43.6,106.02,6.7,26.5
LAB-PIR-2025-01490,REC-PIR-2025-00424,Oil Output,2025-04-17 07:18:33,1.22,93.91,4.87,925.5,25.45,4.81,33.4,3.6,0.0786,1.378,15.99,2.9,0.7,234.6,1283.3,16.5,518.8,3.407,37.71,35.79,0.0319,43.6,10.6,0.7,26.5
LAB-PIR-2025-01491,REC-PIR-2025-00425,Inlet,2025-04-16 14:49:51,40.54,29.82,29.64,1109.3,7104.66,102.46,98.7,9.2,4.1981,0.314,6.83,341.8,84.9,160.6,282.1,53.4,128.9,2.853,12.19,11.51,0.0454,33.23,186.0,9.3,65.2
LAB-PIR-2025-01492,REC-PIR-2025-00425,Mid-Process,2025-04-16 06:49:51,33.36,38.79,27.85,1034.4,3958.97,75.29,93.8,9.2,4.1981,0.314,6.83,341.8,84.9,160.6,282.1,53.4,128.9,2.853,16.27,15.37,0.0454,33.23,186.0,9.3,65.2
LAB-PIR-2025-01493,REC-PIR-2025-00425,Oil Output,2025-04-15 18:49:51,1.5,98.37,0.13,881.9,65.74,8.27,207.3,9.2,3.3585,0.188,6.83,307.6,76.4,80.3,28.2,16.0,6.4,2.853,41.54,38.93,0.0454,33.23,18.6,0.9,65.2
LAB-PIR-2025-01494,REC-PIR-2025-00425,Water Output,2025-04-16 22:49:51,99.98,0.01,0.01,1016.5,3.68,1.92,,9.2,4.1981,0.314,6.83,341.8,84.9,160.6,282.1,53.4,128.9,2.853,0.01,0.01,0.0454,33.23,186.0,9.3,65.2
LAB-HAM-2025-00795,REC-HAM-2025-00223,Inlet,2025-04-16 11:07:46,43.98,51.88,4.14,943.5,450.75,23.72,85.9,-7.2,0.257,0.342,15.84,24.7,6.4,418.1,350.7,58.4,313.4,3.309,21.2,20.19,0.0893,34.45,83.37,34.0,8.1
LAB-HAM-2025-00796,REC-HAM-2025-00223,Mid-Process,2025-04-17 00:07:46,28.95,70.67,0.38,891.4,306.46,19.27,81.6,-7.2,0.257,0.342,15.84,24.7,6.4,418.1,350.7,58.4,313.4,3.309,29.45,28.1,0.0893,34.45,83.37,34.0,8.1
LAB-HAM-2025-00797,REC-HAM-2025-00223,Oil Output,2025-04-17 18:07:46,0.42,96.56,3.02,866.2,10.55,2.84,118.6,-7.2,0.2056,0.205,15.84,22.2,5.8,209.1,35.1,17.5,15.7,3.309,41.02,38.47,0.0893,34.45,8.34,3.4,8.1
LAB-HAM-2025-00798,REC-HAM-2025-00223,Water Output,2025-04-16 00:07:46,99.95,0.04,0.01,1019.9,2.62,1.73,,-7.2,0.257,0.342,15.84,24.7,6.4,418.1,350.7,58.4,313.4,3.309,0.02,0.02,0.0893,34.45,83.37,34.0,8.1
LAB-HAM-2025-00799,REC-HAM-2025-00224,Inlet,2025-04-17 14:36:20,92.54,4.19,3.27,1031.6,19.72,4.14,47.8,-14.0,0.0878,2.042,10.33,2.4,1.0,248.3,9779.8,39.0,21519.3,1.752,1.83,1.71,0.0544,38.77,54.99,8.0,45.6
LAB-HAM-2025-00800,REC-HAM-2025-00224,Mid-Process,2025-04-17 05:36:20,83.58,15.39,1.03,987.7,9.25,2.62,45.4,-14.0,0.0878,2.042,10.33,2.4,1.0,248.3,9779.8,39.0,21519.3,1.752,6.28,5.95,0.0544,38.77,54.99,8.0,45.6
LAB-HAM-2025-00801,REC-HAM-2025-00224,Oil Output,2025-04-16 04:36:20,1.81,98.42,0.01,831.3,43.23,6.52,70.2,-14.0,0.0702,1.225,10.33,2.2,0.9,124.2,978.0,11.7,1076.0,1.752,41.07,39.04,0.0544,38.77,5.5,0.8,45.6
LAB-HAM-2025-00802,REC-HAM-2025-00224,Water Output,2025-04-18 00:36:20,99.98,0.01,0.01,1008.5,3.16,1.1,,-14.0,0.0878,2.042,10.33,2.4,1.0,248.3,9779.8,39.0,21519.3,1.752,0.01,0.01,0.0544,38.77,54.99,8.0,45.6
LAB-HAM-2025-00803,REC-HAM-2025-00224,Solids Output,2025-04-16 13:36:20,7.83,9.9,82.27,1261.7,,,,-14.0,0.0878,2.042,10.33,2.4,1.0,248.3,9779.8,39.0,21519.3,1.752,4.21,3.81,0.0544,38.77,54.99,8.0,45.6
LAB-MLT-2025-00407,REC-MLT-2025-00116,Inlet,2025-04-17 10:43:17,88.98,7.66,3.36,1012.7,35.93,5.87,75.8,-3.3,0.1619,2.767,15.69,2.2,0.7,156.5,9060.2,33.6,9936.5,3.699,3.35,3.17,0.0671,25.36,105.71,6.3,13.4
LAB-MLT-2025-00408,REC-MLT-2025-00116,Mid-Process,2025-04-16 10:43:17,73.65,26.34,0.01,971.5,18.93,4.04,72.0,-3.3,0.1619,2.767,15.69,2.2,0.7,156.5,9060.2,33.6,9936.5,3.699,11.06,10.29,0.0671,25.36,105.71,6.3,13.4
LAB-MLT-2025-00409,REC-MLT-2025-00116,Oil Output,2025-04-17 15:43:17,2.97,92.72,4.31,921.0,16.24,3.69,58.2,-3.3,0.1295,1.66,15.69,2.0,0.6,78.2,906.0,10.1,496.8,3.699,37.52,35.67,0.0671,25.36,10.57,0.6,13.4
LAB-MLT-2025-00410,REC-MLT-2025-00116,Water Output,2025-04-17 23:43:17,99.96,0.03,0.01,1017.4,2.99,1.97,,-3.3,0.1619,2.767,15.69,2.2,0.7,156.5,9060.2,33.6,9936.5,3.699,0.01,0.01,0.0671,25.36,105.71,6.3,13.4
LAB-PIR-2025-01495,REC-PIR-2025-00426,Inlet,2025-04-17 01:53:47,27.7,42.21,30.09,1031.1,9676.97,120.54,167.8,-2.8,0.0872,2.757,7.11,2.9,0.9,486.7,72.9,17.7,326.5,1.259,17.0,15.91,0.0083,10.16,45.48,55.1,161.3
LAB-PIR-2025-01496,REC-PIR-2025-00426,Mid-Process,2025-04-16 08:53:47,13.9,59.46,26.64,1006.0,4566.05,81.18,159.4,-2.8,0.0872,2.757,7.11,2.9,0.9,486.7,72.9,17.7,326.5,1.259,24.13,23.12,0.0083,10.16,45.48,55.1,161.3
LAB-PIR-2025-01497,REC-PIR-2025-00426,Oil Output,2025-04-16 10:53:47,2.59,95.59,1.82,917.1,61.33,7.95,174.8,-2.8,0.0698,1.654,7.11,2.6,0.8,243.3,7.3,5.3,16.3,1.259,39.96,37.77,0.0083,10.16,4.55,5.5,161.3
LAB-MLT-2025-00411,REC-MLT-2025-00117,Inlet,2025-04-17 23:59:00,88.67,8.79,2.54,1007.1,11.06,2.93,52.1,15.3,2.4676,0.113,2.88,351.8,88.1,223.6,24226.3,6.5,290.7,1.16,3.66,3.46,0.0865,48.52,133.71,9.8,13.8
LAB-MLT-2025-00412,REC-MLT-2025-00117,Mid-Process,2025-04-17 12:59:00,83.86,14.8,1.34,994.3,6.51,2.11,49.5,15.3,2.4676,0.113,2.88,351.8,88.1,223.6,24226.3,6.5,290.7,1.16,6.45,6.08,0.0865,48.52,133.71,9.8,13.8
LAB-MLT-2025-00413,REC-MLT-2025-00117,Oil Output,2025-04-16 21:59:00,1.53,98.23,0.24,849.4,69.07,8.5,32.1,15.3,1.9741,0.068,2.88,316.6,79.3,111.8,2422.6,1.9,14.5,1.16,42.5,40.07,0.0865,48.52,13.37,1.0,13.8
LAB-HAM-2025-00804,REC-HAM-2025-00225,Inlet,2025-04-17 22:51:59,35.24,53.46,11.3,980.6,392.48,22.02,73.1,-10.1,0.0786,0.841,11.32,4.8,1.6,461.7,132.3,42.1,73.6,0.29,21.5,20.04,0.0407,10.57,99.86,39.9,20.4
