batch_id,reception_id,start_timestamp,end_timestamp,facility_code,operator_id,operator_experience_years,separator_unit_id,pre_treatment,pre_settling_hours,target_oil_spec,batch_priority,total_volume_input_m3,total_oil_output_m3,total_water_output_m3,total_solids_output_kg,oil_recovery_yield_pct,energy_consumed_kwh,chemicals_cost_eur,labor_hours,total_processing_cost_eur,recovered_oil_revenue_eur,solid_fuel_revenue_eur,net_margin_eur,quality_pass,quality_failure_reason
BATCH-GIB-2023-00454,REC-GIB-2023-00533,2023-11-06 12:29:26,2023-11-11 00:15:20.000000,GIB,OP-GIB-07,5.9,GIB-DSC-001,None,3.7,Fuel Blend Feedstock,Deferred,2081.3,1860.18,101.15,26028.3,95.0,9128.1,6998.24,201.7,19590.42,900781.7,1138.18,882329.46,True,
BATCH-GIB-2023-00455,REC-GIB-2023-00534,2023-11-06 21:46:50,2023-11-06 23:39:59.600000,GIB,OP-GIB-04,21.3,GIB-GRV-001,None,0.8,Re-refinery Feedstock,Normal,54.3,2.65,34.64,1243.9,43.43,177.0,776.88,2.0,884.59,984.4,53.44,153.25,True,
BATCH-GIB-2023-00456,REC-GIB-2023-00535,2023-11-08 02:46:29,2023-11-08 10:52:21.800000,GIB,OP-GIB-06,14.1,GIB-GRV-001,Heating,6.8,MARPOL Annex I,Urgent,64.9,0.7,59.08,912.8,43.08,278.6,358.49,1.5,460.31,255.75,47.18,-157.38,True,
BATCH-GIB-2023-00457,REC-GIB-2023-00536;REC-GIB-2023-00537;REC-GIB-2023-00538,2023-11-08 05:08:56,2023-11-09 13:26:45.411765,GIB,OP-GIB-03,5.3,GIB-DEC-002,Heating,4.4,MARPOL Annex I,Urgent,948.5,739.37,40.05,7383.8,81.8,4815.7,11181.54,39.3,13326.78,346923.12,166.96,333763.3,True,
BATCH-GIB-2023-00458,REC-GIB-2023-00539,2023-11-09 20:58:41,2023-11-10 22:59:17.000000,GIB,OP-GIB-04,21.3,GIB-DSC-001,Centrifugation,1.5,EU Waste Directive,Urgent,490.2,169.66,149.98,18307.6,58.83,2587.7,4957.11,29.6,6553.14,70783.59,719.51,64949.96,True,
BATCH-GIB-2023-00459,REC-GIB-2023-00540,2023-11-10 07:58:30,2023-11-10 17:05:24.000000,GIB,OP-GIB-04,21.3,GIB-DSC-001,Centrifugation,5.8,IMO 2020 Compliant,High,66.3,1.0,54.69,353.2,47.55,310.7,322.91,3.9,511.67,501.69,16.85,6.87,False,High water content in oil output
BATCH-GIB-2023-00460,REC-GIB-2023-00541,2023-11-10 12:02:39,2023-11-10 22:04:00.818182,GIB,OP-GIB-02,5.7,GIB-DSC-002,None,7.4,MARPOL Annex I,High,57.7,1.69,47.8,2637.0,40.09,246.1,179.11,3.3,388.2,904.72,177.92,694.44,True,
BATCH-GIB-2023-00461,REC-GIB-2023-00542,2023-11-10 22:45:31,2023-11-11 07:40:13.352941,GIB,OP-GIB-03,5.3,GIB-DEC-002,None,1.8,MARPOL Annex I,High,241.8,0.44,174.39,11751.3,41.41,1063.7,1084.74,12.3,1971.38,220.08,553.59,-1197.71,True,
BATCH-GIB-2023-00462,REC-GIB-2023-00543,2023-11-11 03:31:05,2023-11-11 05:28:15.588235,GIB,OP-GIB-07,5.9,GIB-DEC-002,Filtration,1.0,IMO 2020 Compliant,Normal,32.4,5.85,12.94,732.3,36.54,220.8,369.33,1.2,450.28,2245.94,42.3,1837.96,True,
BATCH-GIB-2023-00463,REC-GIB-2023-00544,2023-11-11 14:41:21,2023-11-11 18:42:17.000000,GIB,OP-GIB-01,13.6,GIB-DAF-001,Centrifugation,2.8,IMO 2020 Compliant,Urgent,54.7,11.56,20.57,1484.1,40.76,349.6,792.86,1.9,916.98,5387.1,108.5,4578.62,True,
BATCH-GIB-2023-00464,REC-GIB-2023-00545,2023-11-11 18:10:42,2023-11-12 02:22:42.000000,GIB,OP-GIB-02,5.7,GIB-DEC-002,Heating,7.7,MARPOL Annex I,Normal,10.6,0.34,9.16,168.7,43.36,46.2,82.27,0.7,133.69,173.2,8.87,48.38,True,
BATCH-GIB-2023-00465,REC-GIB-2023-00546;REC-GIB-2023-00547;REC-GIB-2023-00548,2023-11-11 18:51:40,2023-11-12 03:10:45.454545,GIB,OP-GIB-03,5.3,GIB-DSC-002,Gravity Separation,2.4,EU Waste Directive,Deferred,130.2,1.35,96.55,5115.4,35.93,615.1,1420.7,6.6,1810.32,598.0,188.95,-1023.37,True,
BATCH-GIB-2023-00466,REC-GIB-2023-00549,2023-11-14 19:46:28,2023-11-15 02:39:16.000000,GIB,OP-GIB-06,14.1,GIB-GRV-001,Heating,5.3,MARPOL Annex I,High,79.0,2.27,68.46,992.7,50.31,361.1,1117.14,1.9,1258.91,1167.55,66.23,-25.13,True,
BATCH-GIB-2023-00467,REC-GIB-2023-00550,2023-11-15 01:16:47,2023-11-16 17:05:15.800000,GIB,OP-GIB-06,14.1,GIB-GRV-001,Chemical Demulsification,1.1,Fuel Blend Feedstock,Normal,1935.4,1397.71,153.45,93262.0,80.85,9837.6,27561.8,68.7,33134.79,654707.78,3528.9,625101.89,True,
BATCH-GIB-2023-00468,REC-GIB-2023-00551;REC-GIB-2023-00552,2023-11-15 13:45:22,2023-11-17 00:59:46.000000,GIB,OP-GIB-07,5.9,GIB-GRV-001,Centrifugation,2.9,MARPOL Annex I,Urgent,1617.0,469.23,666.28,71068.6,61.09,10329.4,10497.87,46.3,14351.18,175571.8,3850.77,165071.39,True,
BATCH-GIB-2023-00469,REC-GIB-2023-00553,2023-11-15 18:59:54,2023-11-18 05:34:42.000000,GIB,OP-GIB-03,5.3,GIB-DSC-001,Chemical Demulsification,0.9,IMO 2020 Compliant,Normal,1153.6,318.82,419.92,44602.6,47.86,5664.8,10428.85,90.4,16188.81,137473.74,1150.16,122435.09,True,
BATCH-GIB-2023-00470,REC-GIB-2023-00554;REC-GIB-2023-00555;REC-GIB-2023-00556,2023-11-15 19:50:43,2023-11-16 04:58:16.600000,GIB,OP-GIB-07,5.9,GIB-GRV-001,Gravity Separation,3.0,IMO 2020 Compliant,High,306.3,12.17,231.14,13826.2,52.06,1238.1,3883.25,7.3,4469.77,5778.89,656.45,1965.57,True,
BATCH-GIB-2023-00471,REC-GIB-2023-00557,2023-11-17 09:23:35,2023-11-17 15:15:07.727273,GIB,OP-GIB-05,3.1,GIB-DSC-002,None,2.6,Fuel Blend Feedstock,Normal,71.7,1.46,54.92,3429.1,22.9,320.3,672.34,5.7,1103.32,773.09,231.81,-98.42,True,
BATCH-GIB-2023-00472,REC-GIB-2023-00558,2023-11-17 15:46:01,2023-11-17 21:10:01.000000,GIB,OP-GIB-06,14.1,GIB-DAF-001,None,3.8,EU Waste Directive,High,72.0,0.07,61.5,1226.3,41.2,313.0,527.09,1.9,692.43,29.5,46.57,-616.36,True,
BATCH-GIB-2023-00473,REC-GIB-2023-00559,2023-11-18 01:44:32,2023-11-18 17:42:29.600000,GIB,OP-GIB-06,14.1,GIB-GRV-001,None,5.6,EU Waste Directive,Urgent,518.3,150.21,199.03,10838.5,53.75,2833.5,5962.38,10.7,7049.78,66325.09,444.03,59719.34,False,Sediment content too high
BATCH-GIB-2023-00474,REC-GIB-2023-00560,2023-11-18 05:26:27,2023-11-18 11:56:10.636364,GIB,OP-GIB-06,14.1,GIB-DSC-002,Heating,3.3,IMO 2020 Compliant,Normal,70.3,1.87,58.56,3128.6,48.11,345.0,834.42,3.4,1092.89,696.06,159.33,-237.5,False,High water content in oil output
BATCH-GIB-2023-00475,REC-GIB-2023-00561,2023-11-18 09:17:36,2023-11-18 11:53:04.235294,GIB,OP-GIB-02,5.7,GIB-DEC-002,None,1.5,Re-refinery Feedstock,Urgent,37.1,1.14,27.3,1481.4,27.95,164.4,197.12,1.9,339.32,416.44,80.84,157.96,True,
BATCH-GIB-2023-00476,REC-GIB-2023-00562,2023-11-19 12:06:24,2023-11-20 12:36:24.000000,GIB,OP-GIB-03,5.3,GIB-HTG-001,Gravity Separation,24.0,EU Waste Directive,Normal,14.2,0.51,11.1,459.2,49.64,55.6,93.55,0.8,129.06,235.74,30.53,137.21,False,Sulfur specification exceeded
BATCH-GIB-2023-00477,REC-GIB-2023-00563;REC-GIB-2023-00564;REC-GIB-2023-00565,2023-11-20 00:50:15,2023-11-22 09:18:13.500000,GIB,OP-GIB-07,5.9,GIB-HTG-001,Gravity Separation,23.5,Fuel Blend Feedstock,Normal,2637.3,1613.78,482.71,112071.0,82.39,14672.5,20386.14,45.2,24069.99,591907.38,5100.13,572937.52,True,
BATCH-GIB-2023-00478,REC-GIB-2023-00566,2023-11-21 08:07:43,2023-11-21 16:19:43.000000,GIB,OP-GIB-06,14.1,GIB-DAF-001,None,7.7,MARPOL Annex I,Normal,18.5,0.45,15.26,651.4,37.27,83.4,66.63,0.6,115.61,194.64,45.7,124.73,True,
BATCH-GIB-2023-00479,REC-GIB-2023-00567,2023-11-21 08:49:34,2023-11-21 16:41:16.352941,GIB,OP-GIB-01,13.6,GIB-DEC-002,Heating,6.0,Recovered Oil Grade B,Normal,63.3,0.9,52.59,3064.1,42.46,283.6,708.17,3.3,919.73,347.37,87.88,-484.48,True,
BATCH-GIB-2023-00480,REC-GIB-2023-00568,2023-11-22 05:53:01,2023-11-24 09:57:57.470588,GIB,OP-GIB-01,13.6,GIB-DEC-002,Centrifugation,4.1,Fuel Blend Feedstock,Scheduled,1631.4,1454.54,81.16,63065.8,94.39,8647.6,4498.69,76.2,8652.11,581194.89,2396.39,574939.17,True,
BATCH-GIB-2023-00481,REC-GIB-2023-00569,2023-11-23 09:19:14,2023-11-23 23:27:57.636364,GIB,OP-GIB-06,14.1,GIB-DSC-002,Centrifugation,5.9,IMO 2020 Compliant,Normal,181.4,59.54,69.8,4158.5,55.24,1221.2,2227.53,9.6,2763.68,27620.61,114.44,24971.37,True,
BATCH-GIB-2023-00482,REC-GIB-2023-00570,2023-11-23 16:01:38,2023-11-23 21:39:34.470588,GIB,OP-GIB-05,3.1,GIB-DEC-002,Chemical Demulsification,1.0,MARPOL Annex I,Normal,157.5,33.11,76.23,2694.3,44.87,1103.9,548.64,5.3,1000.28,16802.73,214.99,16017.44,True,
BATCH-GIB-2023-00483,REC-GIB-2023-00571;REC-GIB-2023-00572,2023-11-23 19:26:02,2023-11-24 00:59:38.000000,GIB,OP-GIB-01,13.6,GIB-DSC-001,Centrifugation,3.3,EU Waste Directive,Scheduled,45.2,2.22,32.53,739.3,42.04,204.5,670.93,3.1,879.87,1119.0,19.51,258.64,True,
BATCH-GIB-2023-00484,REC-GIB-2023-00573,2023-11-23 23:07:07,2023-11-24 05:05:19.000000,GIB,OP-GIB-03,5.3,GIB-GRV-001,Heating,5.3,Fuel Blend Feedstock,Normal,33.5,2.07,22.38,871.1,58.9,168.4,142.46,0.9,212.37,1091.35,37.42,916.4,False,Sediment content too high
BATCH-GIB-2023-00485,REC-GIB-2023-00574,2023-11-24 11:38:03,2023-11-24 19:14:03.000000,GIB,OP-GIB-02,5.7,GIB-DSC-001,None,4.1,MARPOL Annex I,Normal,70.0,2.14,58.9,1127.1,36.18,321.2,402.71,5.6,809.91,1024.68,47.81,262.58,True,
BATCH-GIB-2023-00486,REC-GIB-2023-00575,2023-11-24 17:52:40,2023-11-24 20:58:40.000000,GIB,OP-GIB-07,5.9,GIB-HTG-001,None,1.5,EU Waste Directive,Scheduled,128.0,28.86,44.71,1638.1,40.21,848.0,1388.24,2.4,1655.79,13596.29,114.67,12055.17,True,
BATCH-GIB-2023-00487,REC-GIB-2023-00576,2023-11-26 00:11:54,2023-11-26 12:06:39.000000,GIB,OP-GIB-06,14.1,GIB-DEC-001,Chemical Demulsification,6.9,Recovered Oil Grade A,Normal,160.4,139.0,8.81,2384.6,92.06,952.0,561.14,5.9,1087.19,56345.66,119.75,55378.22,True,
BATCH-GIB-2023-00488,REC-GIB-2023-00577,2023-11-26 15:55:36,2023-11-27 00:20:26.400000,GIB,OP-GIB-04,21.3,GIB-GRV-001,Centrifugation,4.6,Re-refinery Feedstock,Deferred,190.7,52.48,52.16,9284.6,42.64,1232.1,961.47,6.0,1380.71,27775.84,728.32,27123.45,True,
BATCH-GIB-2023-00489,REC-GIB-2023-00578,2023-11-26 20:46:33,2023-11-26 21:51:13.800000,GIB,OP-GIB-02,5.7,GIB-GRV-001,None,0.4,Recovered Oil Grade B,Urgent,33.9,0.43,23.77,951.6,31.69,164.8,457.78,1.3,544.31,209.42,71.74,-263.15,True,
BATCH-GIB-2023-00490,REC-GIB-2023-00579,2023-11-27 23:51:37,2023-11-29 22:14:32.200000,GIB,OP-GIB-02,5.7,GIB-GRV-001,Chemical Demulsification,2.0,IMO 2020 Compliant,High,2219.1,1747.65,330.1,62407.5,95.0,11455.9,20435.3,69.1,25576.99,888208.22,2134.07,864765.3,True,
BATCH-GIB-2023-00491,REC-GIB-2023-00580;REC-GIB-2023-00581,2023-11-28 05:35:39,2023-11-28 10:54:33.000000,GIB,OP-GIB-01,13.6,GIB-HTG-001,None,2.8,Recovered Oil Grade B,Normal,201.2,7.48,143.3,8965.2,45.09,875.4,1878.79,3.2,2192.33,2953.38,531.31,1292.36,True,
BATCH-GIB-2023-00492,REC-GIB-2023-00582,2023-11-28 13:39:07,2023-11-28 15:16:51.000000,GIB,OP-GIB-07,5.9,GIB-DAF-001,Filtration,0.2,IMO 2020 Compliant,Scheduled,64.3,1.72,54.33,1148.1,52.03,253.2,298.16,2.5,450.43,624.99,68.07,242.63,True,
BATCH-GIB-2023-00493,REC-GIB-2023-00583,2023-11-29 09:33:47,2023-11-29 13:26:41.545455,GIB,OP-GIB-01,13.6,GIB-DSC-002,Centrifugation,1.3,Recovered Oil Grade A,Normal,56.8,4.78,39.06,733.6,61.95,290.8,166.46,2.7,379.62,2268.02,47.14,1935.54,True,
BATCH-GIB-2023-00494,REC-GIB-2023-00584,2023-11-30 02:42:13,2023-11-30 10:02:50.500000,GIB,OP-GIB-06,14.1,GIB-PLS-001,None,6.2,Recovered Oil Grade B,Scheduled,18.3,0.66,12.18,169.2,35.14,78.4,71.61,1.7,193.03,243.6,12.29,62.86,True,
BATCH-GIB-2023-00495,REC-GIB-2023-00585,2023-11-30 11:21:15,2023-11-30 11:51:15.000000,GIB,OP-GIB-04,21.3,GIB-DAF-001,Chemical Demulsification,0.0,IMO 2020 Compliant,High,17.6,0.85,11.57,793.6,52.65,79.8,151.37,0.7,191.52,390.36,34.81,233.65,True,
BATCH-GIB-2023-00496,REC-GIB-2023-00586,2023-12-01 02:09:11,2023-12-01 07:34:29.750000,GIB,OP-GIB-06,14.1,GIB-DEC-001,None,4.5,Recovered Oil Grade A,Normal,29.5,1.95,23.1,1357.8,43.89,140.5,231.33,1.7,357.06,1029.19,87.92,760.05,True,
BATCH-GIB-2023-00497,REC-GIB-2023-00587,2023-12-01 03:46:21,2023-12-01 11:10:21.000000,GIB,OP-GIB-06,14.1,GIB-HTG-001,Centrifugation,6.9,IMO 2020 Compliant,Urgent,27.0,3.93,13.79,1147.4,32.2,136.6,154.06,0.9,215.87,1612.17,66.67,1462.97,True,
BATCH-GIB-2023-00498,REC-GIB-2023-00588,2023-12-01 13:40:56,2023-12-02 08:36:57.500000,GIB,OP-GIB-05,3.1,GIB-HTG-001,Gravity Separation,18.0,EU Waste Directive,High,74.7,1.46,58.24,3116.8,43.98,316.0,296.44,1.1,391.7,669.95,248.59,526.84,True,
BATCH-GIB-2023-00499,REC-GIB-2023-00589,2023-12-01 22:19:57,2023-12-02 11:51:04.500000,GIB,OP-GIB-04,21.3,GIB-DEC-001,None,7.2,MARPOL Annex I,Normal,202.2,50.22,70.99,8918.7,45.27,1393.1,1006.76,7.8,1449.35,26902.33,233.55,25686.53,True,
BATCH-GIB-2023-00500,REC-GIB-2023-00590,2023-12-02 19:02:04,2023-12-03 00:11:32.800000,GIB,OP-GIB-01,13.6,GIB-GRV-001,Heating,4.2,Recovered Oil Grade B,Scheduled,47.9,3.87,39.32,2053.1,59.52,260.1,648.51,1.3,731.64,1991.86,73.78,1334.0,True,
BATCH-GIB-2023-00501,REC-GIB-2023-00591,2023-12-02 20:55:58,2023-12-03 04:34:46.750000,GIB,OP-GIB-07,5.9,GIB-DEC-001,Chemical Demulsification,6.8,EU Waste Directive,Deferred,27.1,1.26,20.59,1018.2,34.14,113.3,311.11,1.2,389.65,677.58,75.22,363.15,False,Flash point below minimum
BATCH-GIB-2023-00502,REC-GIB-2023-00592,2023-12-03 10:46:22,2023-12-04 03:28:22.000000,GIB,OP-GIB-07,5.9,GIB-HTG-001,Gravity Separation,16.2,MARPOL Annex I,Normal,39.9,2.14,30.18,1624.8,52.88,178.6,265.38,0.9,324.4,922.07,34.52,632.19,True,
BATCH-GIB-2023-00503,REC-GIB-2023-00593,2023-12-04 04:52:24,2023-12-04 13:05:44.000000,GIB,OP-GIB-01,13.6,GIB-DAF-001,None,6.9,MARPOL Annex I,Normal,59.5,21.57,18.14,1375.2,59.85,310.7,791.69,2.2,940.06,9509.72,90.58,8660.24,True,
BATCH-GIB-2023-00504,REC-GIB-2023-00594,2023-12-04 08:05:02,2023-12-04 13:25:29.272727,GIB,OP-GIB-03,5.3,GIB-DSC-002,Centrifugation,0.7,MARPOL Annex I,Urgent,102.1,24.08,38.99,1020.9,41.31,674.4,1436.7,9.2,2155.48,11122.62,63.94,9031.08,True,
BATCH-GIB-2023-00505,REC-GIB-2023-00595,2023-12-05 16:06:59,2023-12-06 03:04:53.000000,GIB,OP-GIB-01,13.6,GIB-DSC-001,None,2.4,IMO 2020 Compliant,Normal,171.3,37.1,62.46,1794.2,41.56,1260.5,483.36,11.2,1162.19,19490.05,47.36,18375.22,True,
BATCH-GIB-2023-00506,REC-GIB-2023-00596,2023-12-06 00:22:15,2023-12-06 05:02:20.454545,GIB,OP-GIB-07,5.9,GIB-DSC-002,Heating,1.9,IMO 2020 Compliant,Normal,60.9,0.75,55.76,494.4,39.8,280.6,151.92,5.2,397.2,331.84,19.33,-46.03,True,
BATCH-GIB-2023-00507,REC-GIB-2023-00597,2023-12-06 02:15:20,2023-12-06 12:08:32.000000,GIB,OP-GIB-02,5.7,GIB-DAF-001,Centrifugation,7.4,IMO 2020 Compliant,Normal,111.9,31.07,36.56,819.0,49.36,865.2,1119.64,4.3,1437.11,11820.27,48.32,10431.48,True,
BATCH-GIB-2023-00508,REC-GIB-2023-00598,2023-12-06 05:12:07,2023-12-06 12:10:25.750000,GIB,OP-GIB-03,5.3,GIB-DEC-001,Filtration,3.8,IMO 2020 Compliant,Scheduled,101.5,14.14,57.25,1208.4,47.16,657.5,931.68,3.2,1199.87,5925.96,40.16,4766.25,True,
BATCH-GIB-2023-00509,REC-GIB-2023-00599,2023-12-06 13:48:55,2023-12-06 22:41:49.545455,GIB,OP-GIB-06,14.1,GIB-DSC-002,Chemical Demulsification,8.0,Re-refinery Feedstock,Urgent,19.4,0.96,14.59,343.3,40.9,92.5,141.5,1.1,219.85,392.24,14.5,186.89,True,
BATCH-GIB-2023-00510,REC-GIB-2023-00600,2023-12-06 22:57:55,2023-12-07 00:49:16.600000,GIB,OP-GIB-05,3.1,GIB-GRV-001,Gravity Separation,0.3,IMO 2020 Compliant,Normal,77.8,5.98,51.4,2825.8,53.72,403.9,653.55,1.6,781.05,2374.08,131.0,1724.03,True,
BATCH-GIB-2023-00511,REC-GIB-2023-00601,2023-12-07 02:38:18,2023-12-07 09:54:03.000000,GIB,OP-GIB-04,21.3,GIB-PLS-001,None,3.2,Recovered Oil Grade A,Normal,65.0,2.55,44.88,2138.3,45.96,297.8,179.38,6.3,587.94,1138.97,70.05,621.08,True,
BATCH-GIB-2023-00512,REC-GIB-2023-00602;REC-GIB-2023-00603;REC-GIB-2023-00604,2023-12-07 06:19:45,2023-12-07 16:27:45.000000,GIB,OP-GIB-05,3.1,GIB-DAF-001,Filtration,4.5,Re-refinery Feedstock,Deferred,253.5,4.62,220.32,3861.5,26.74,1359.5,3663.37,5.7,4147.29,2193.32,102.79,-1851.18,False,Viscosity out of spec
BATCH-GIB-2023-00513,REC-GIB-2023-00605,2023-12-08 09:46:22,2023-12-09 09:16:38.363636,GIB,OP-GIB-02,5.7,GIB-DSC-002,Gravity Separation,22.2,Recovered Oil Grade A,Scheduled,28.7,1.11,19.7,479.5,48.78,125.3,304.02,2.2,428.13,596.06,34.79,202.72,False,Viscosity out of spec
BATCH-GIB-2023-00514,REC-GIB-2023-00606;REC-GIB-2023-00607,2023-12-08 22:30:56,2023-12-09 06:29:12.000000,GIB,OP-GIB-05,3.1,GIB-DAF-001,Heating,5.4,Re-refinery Feedstock,Normal,115.7,3.81,83.81,4776.7,54.25,499.9,453.02,4.4,802.08,1805.13,277.43,1280.48,True,
BATCH-GIB-2023-00515,REC-GIB-2023-00608,2023-12-09 16:54:43,2023-12-10 01:59:45.400000,GIB,OP-GIB-01,13.6,GIB-GRV-001,Chemical Demulsification,2.7,IMO 2020 Compliant,Normal,319.2,97.97,99.59,13164.3,49.7,1648.1,1741.08,10.2,2449.7,40613.59,1048.65,39212.54,True,
BATCH-GIB-2023-00516,REC-GIB-2023-00609,2023-12-09 18:48:10,2023-12-11 19:54:21.250000,GIB,OP-GIB-02,5.7,GIB-DEC-001,Centrifugation,3.1,EU Waste Directive,Normal,1472.1,1082.46,183.63,58333.0,86.62,8371.2,21755.98,64.4,25996.5,461723.87,2306.79,438034.16,True,
BATCH-GIB-2023-00517,REC-GIB-2023-00610,2023-12-09 20:59:29,2023-12-10 09:13:23.545455,GIB,OP-GIB-03,5.3,GIB-DSC-002,Gravity Separation,4.8,MARPOL Annex I,Normal,163.5,31.7,79.19,7814.9,40.29,1117.7,931.24,14.1,1704.41,13121.39,594.08,12011.06,True,
BATCH-GIB-2023-00518,REC-GIB-2023-00611,2023-12-10 05:16:23,2023-12-10 12:06:15.500000,GIB,OP-GIB-02,5.7,GIB-PLS-001,Filtration,4.3,MARPOL Annex I,Normal,40.5,0.75,32.14,262.6,33.16,215.9,412.94,3.6,648.36,349.03,16.79,-282.54,True,
BATCH-GIB-2023-00519,REC-GIB-2023-00612,2023-12-11 06:15:28,2023-12-11 19:10:46.750000,GIB,OP-GIB-05,3.1,GIB-DEC-001,Gravity Separation,11.7,Recovered Oil Grade A,Normal,39.1,0.84,33.15,1119.9,45.52,187.7,283.12,1.7,379.34,334.68,55.09,10.43,True,
BATCH-GIB-2023-00520,REC-GIB-2023-00613,2023-12-11 15:43:39,2023-12-12 04:45:42.750000,GIB,OP-GIB-04,21.3,GIB-DEC-001,Heating,4.1,EU Waste Directive,Scheduled,285.9,198.61,53.26,1668.3,87.57,1564.9,2363.15,16.0,3577.17,105350.04,75.96,101848.83,True,
BATCH-GIB-2023-00521,REC-GIB-2023-00614;REC-GIB-2023-00615;REC-GIB-2023-00616,2023-12-11 22:05:07,2023-12-12 14:03:37.000000,GIB,OP-GIB-06,14.1,GIB-PLS-001,Centrifugation,4.0,MARPOL Annex I,Urgent,191.6,7.87,137.7,6698.4,39.25,827.4,1558.92,23.7,2586.82,3180.41,145.9,739.49,True,
BATCH-GIB-2023-00522,REC-GIB-2023-00617,2023-12-12 13:25:29,2023-12-12 18:23:59.000000,GIB,OP-GIB-06,14.1,GIB-PLS-001,Centrifugation,0.9,Fuel Blend Feedstock,High,65.2,2.57,49.66,1359.4,36.37,269.7,958.59,5.7,1312.98,1099.45,81.87,-131.66,True,
BATCH-GIB-2023-00523,REC-GIB-2023-00618,2023-12-12 17:35:37,2023-12-13 03:18:09.727273,GIB,OP-GIB-02,5.7,GIB-DSC-002,Centrifugation,3.0,MARPOL Annex I,Urgent,147.6,34.17,68.11,3142.1,45.31,1063.1,1054.96,12.0,1710.69,15248.97,112.99,13651.27,True,
BATCH-GIB-2023-00524,REC-GIB-2023-00619,2023-12-12 20:43:01,2023-12-13 02:26:41.800000,GIB,OP-GIB-07,5.9,GIB-GRV-001,None,3.0,IMO 2020 Compliant,Normal,136.4,4.85,84.44,1178.0,19.69,970.1,891.4,4.7,1282.76,2119.59,34.67,871.5,True,
BATCH-GIB-2023-00525,REC-GIB-2023-00620,2023-12-13 04:24:03,2023-12-13 13:00:35.727273,GIB,OP-GIB-03,5.3,GIB-DSC-002,None,1.6,Fuel Blend Feedstock,High,154.2,34.48,69.8,6248.1,56.06,1045.5,692.3,9.5,1187.74,15042.92,334.3,14189.48,True,
BATCH-GIB-2023-00526,REC-GIB-2023-00621,2023-12-13 18:29:22,2023-12-15 07:42:36.117647,GIB,OP-GIB-02,5.7,GIB-DEC-002,Chemical Demulsification,1.0,MARPOL Annex I,Scheduled,1231.5,502.73,458.73,26543.3,70.4,6407.0,3774.35,63.4,8220.75,269346.78,2027.7,263153.73,True,
BATCH-GIB-2023-00527,REC-GIB-2023-00622,2023-12-13 21:47:16,2023-12-14 06:38:23.200000,GIB,OP-GIB-07,5.9,GIB-GRV-001,None,7.6,Recovered Oil Grade A,Normal,62.6,-0.03,45.01,1244.4,32.16,262.5,279.87,1.7,400.93,-12.92,76.14,-337.71,True,
BATCH-GIB-2023-00528,REC-GIB-2023-00623,2023-12-14 01:45:35,2023-12-14 07:18:39.500000,GIB,OP-GIB-06,14.1,GIB-HTG-001,None,0.5,MARPOL Annex I,Scheduled,404.1,114.52,182.33,6859.3,54.43,2406.7,2850.86,8.5,3709.87,52099.47,295.82,48685.42,True,
BATCH-GIB-2023-00529,REC-GIB-2023-00624,2023-12-15 13:19:36,2023-12-17 20:33:31.200000,GIB,OP-GIB-03,5.3,GIB-GRV-001,Filtration,7.9,Re-refinery Feedstock,Normal,2366.6,1600.99,371.63,91568.2,84.72,12221.3,5572.3,57.6,9162.76,760026.85,6081.49,756945.58,True,
BATCH-GIB-2023-00530,REC-GIB-2023-00625,2023-12-15 21:33:06,2023-12-16 04:21:51.000000,GIB,OP-GIB-04,21.3,GIB-DEC-001,None,5.9,IMO 2020 Compliant,Scheduled,29.2,0.53,22.9,1440.8,55.61,145.5,144.41,1.2,213.42,229.4,76.68,92.66,True,
BATCH-GIB-2023-00531,REC-GIB-2023-00626,2023-12-15 22:32:10,2023-12-16 18:46:34.000000,GIB,OP-GIB-07,5.9,GIB-DSC-001,Gravity Separation,18.2,IMO 2020 Compliant,Normal,40.8,0.78,35.23,347.9,40.24,184.0,587.26,3.4,747.11,308.64,22.61,-415.86,True,
BATCH-GIB-2023-00532,REC-GIB-2023-00627,2023-12-16 08:46:35,2023-12-16 17:34:35.000000,GIB,OP-GIB-05,3.1,GIB-PLS-001,Centrifugation,6.7,Fuel Blend Feedstock,Deferred,33.6,1.89,24.61,460.4,39.69,147.8,260.67,3.9,466.07,925.56,23.96,483.45,True,
BATCH-GIB-2023-00533,REC-GIB-2023-00628,2023-12-18 04:24:38,2023-12-20 09:48:15.500000,GIB,OP-GIB-07,5.9,GIB-PLS-001,Gravity Separation,20.6,MARPOL Annex I,Normal,524.7,370.48,96.71,18739.3,88.05,2689.7,6921.06,55.4,10636.17,199377.43,601.41,189342.67,True,
BATCH-GIB-2023-00534,REC-GIB-2023-00629,2023-12-18 09:18:55,2023-12-18 13:32:33.181818,GIB,OP-GIB-04,21.3,GIB-DSC-002,Centrifugation,1.9,IMO 2020 Compliant,Normal,51.2,10.84,28.25,1908.3,64.13,276.7,753.64,3.5,1028.21,4658.71,146.08,3776.58,True,
BATCH-GIB-2023-00535,REC-GIB-2023-00630,2023-12-20 17:17:35,2023-12-22 02:58:42.058824,GIB,OP-GIB-06,14.1,GIB-DEC-002,Gravity Separation,22.1,Recovered Oil Grade B,High,393.9,123.45,138.93,2370.5,53.91,2158.7,1408.16,22.1,2977.84,66600.67,118.36,63741.19,True,
